customer_id,first_name,last_name,email,signup_date,region
488,First_488,Last_488,user488@example.com,2021-05-02,Midwest
489,First_489,Last_489,user489@example.com,2021-05-03,Midwest
490,First_490,Last_490,user490@example.com,2021-05-04,Midwest
491,First_491,Last_491,user491@example.com,2021-05-05,Northeast
492,First_492,Last_492,user492@example.com,2021-05-06,Midwest
493,First_493,Last_493,user493@example.com,2021-05-07,Midwest
494,First_494,Last_494,user494@example.com,2021-05-08,Northeast
495,First_495,Last_495,user495@example.com,2021-05-09,South
496,First_496,Last_496,user496@example.com,2021-05-10,Northeast
497,First_497,Last_497,user497@example.com,2021-05-11,Midwest
498,First_498,Last_498,user498@example.com,2021-05-12,Northeast
499,First_499,Last_499,user499@example.com,2021-05-13,South
500,First_500,Last_500,user500@example.com,2021-05-14,Northeast
501,First_501,Last_501,user501@example.com,2021-05-15,Midwest
502,First_502,Last_502,user502@example.com,2021-05-16,South
503,First_503,Last_503,user503@example.com,2021-05-17,West
504,First_504,Last_504,user504@example.com,2021-05-18,Midwest
505,First_505,Last_505,user505@example.com,2021-05-19,South
506,First_506,Last_506,user506@example.com,2021-05-20,South
507,First_507,Last_507,user507@example.com,2021-05-21,West
508,First_508,Last_508,user508@example.com,2021-05-22,Northeast
509,First_509,Last_509,user509@example.com,2021-05-23,Northeast
510,First_510,Last_510,user510@example.com,2021-05-24,Midwest
511,First_511,Last_511,user511@example.com,2021-05-25,West
512,First_512,Last_512,user512@example.com,2021-05-26,Northeast
513,First_513,Last_513,user513@example.com,2021-05-27,West
514,First_514,Last_514,user514@example.com,2021-05-28,Northeast
515,First_515,Last_515,user515@example.com,2021-05-29,South
516,First_516,Last_516,user516@example.com,2021-05-30,Northeast
517,First_517,Last_517,user517@example.com,2021-05-31,West
518,First_518,Last_518,user518@example.com,2021-06-01,South
519,First_519,Last_519,user519@example.com,2021-06-02,South
520,First_520,Last_520,user520@example.com,2021-06-03,South
521,First_521,Last_521,user521@example.com,2021-06-04,West
522,First_522,Last_522,user522@example.com,2021-06-05,Midwest
523,First_523,Last_523,user523@example.com,2021-06-06,Midwest
524,First_524,Last_524,user524@example.com,2021-06-07,Midwest
525,First_525,Last_525,user525@example.com,2021-06-08,West
526,First_526,Last_526,user526@example.com,2021-06-09,South
527,First_527,Last_527,user527@example.com,2021-06-10,Midwest
528,First_528,Last_528,user528@example.com,2021-06-11,West
529,First_529,Last_529,user529@example.com,2021-06-12,Midwest
530,First_530,Last_530,user530@example.com,2021-06-13,Northeast
531,First_531,Last_531,user531@example.com,2021-06-14,Midwest
532,First_532,Last_532,user532@example.com,2021-06-15,Midwest
533,First_533,Last_533,user533@example.com,2021-06-16,South
534,First_534,Last_534,user534@example.com,2021-06-17,West
535,First_535,Last_535,user535@example.com,2021-06-18,South
536,First_536,Last_536,user536@example.com,2021-06-19,South
537,First_537,Last_537,user537@example.com,2021-06-20,South
538,First_538,Last_538,user538@example.com,2021-06-21,South
539,First_539,Last_539,user539@example.com,2021-06-22,South
540,First_540,Last_540,user540@example.com,2021-06-23,Midwest
541,First_541,Last_541,user541@example.com,2021-06-24,South
542,First_542,Last_542,user542@example.com,2021-06-25,South
543,First_543,Last_543,user543@example.com,2021-06-26,West
544,First_544,Last_544,user544@example.com,2021-06-27,Northeast
545,First_545,Last_545,user545@example.com,2021-06-28,Midwest
546,First_546,Last_546,user546@example.com,2021-06-29,Midwest
547,First_547,Last_547,user547@example.com,2021-06-30,Midwest
548,First_548,Last_548,user548@example.com,2021-07-01,South
549,First_549,Last_549,user549@example.com,2021-07-02,South
550,First_550,Last_550,user550@example.com,2021-07-03,South
551,First_551,Last_551,user551@example.com,2021-07-04,West
552,First_552,Last_552,user552@example.com,2021-07-05,Northeast
553,First_553,Last_553,user553@example.com,2021-07-06,South
554,First_554,Last_554,user554@example.com,2021-07-07,Northeast
555,First_555,Last_555,user555@example.com,2021-07-08,West
556,First_556,Last_556,user556@example.com,2021-07-09,Midwest
557,First_557,Last_557,user557@example.com,2021-07-10,South
558,First_558,Last_558,user558@example.com,2021-07-11,Northeast
559,First_559,Last_559,user559@example.com,2021-07-12,Northeast
560,First_560,Last_560,user560@example.com,2021-07-13,South
561,First_561,Last_561,user561@example.com,2021-07-14,Midwest
562,First_562,Last_562,user562@example.com,2021-07-15,Midwest
563,First_563,Last_563,user563@example.com,2021-07-16,Midwest
564,First_564,Last_564,user564@example.com,2021-07-17,West
565,First_565,Last_565,user565@example.com,2021-07-18,Northeast
566,First_566,Last_566,user566@example.com,2021-07-19,Northeast
567,First_567,Last_567,user567@example.com,2021-07-20,Northeast
568,First_568,Last_568,user568@example.com,2021-07-21,West
569,First_569,Last_569,user569@example.com,2021-07-22,Northeast
570,First_570,Last_570,user570@example.com,2021-07-23,West
571,First_571,Last_571,user571@example.com,2021-07-24,Midwest
572,First_572,Last_572,user572@example.com,2021-07-25,South
573,First_573,Last_573,user573@example.com,2021-07-26,Northeast
574,First_574,Last_574,user574@example.com,2021-07-27,Northeast
575,First_575,Last_575,user575@example.com,2021-07-28,Midwest
576,First_576,Last_576,user576@example.com,2021-07-29,South
577,First_577,Last_577,user577@example.com,2021-07-30,West
578,First_578,Last_578,user578@example.com,2021-07-31,South
579,First_579,Last_579,user579@example.com,2021-08-01,Midwest
580,First_580,Last_580,user580@example.com,2021-08-02,Midwest
581,First_581,Last_581,user581@example.com,2021-08-03,South
582,First_582,Last_582,user582@example.com,2021-08-04,West
583,First_583,Last_583,user583@example.com,2021-08-05,West
584,First_584,Last_584,user584@example.com,2021-08-06,Northeast
585,First_585,Last_585,user585@example.com,2021-08-07,West
586,First_586,Last_586,user586@example.com,2021-08-08,South
587,First_587,Last_587,user587@example.com,2021-08-09,Midwest
588,First_588,Last_588,user588@example.com,2021-08-10,Northeast
589,First_589,Last_589,user589@example.com,2021-08-11,Northeast
590,First_590,Last_590,user590@example.com,2021-08-12,Midwest
591,First_591,Last_591,user591@example.com,2021-08-13,West
592,First_592,Last_592,user592@example.com,2021-08-14,Midwest
593,First_593,Last_593,user593@example.com,2021-08-15,West
594,First_594,Last_594,user594@example.com,2021-08-16,Midwest
595,First_595,Last_595,user595@example.com,2021-08-17,South
596,First_596,Last_596,user596@example.com,2021-08-18,West
597,First_597,Last_597,user597@example.com,2021-08-19,South
598,First_598,Last_598,user598@example.com,2021-08-20,Northeast
599,First_599,Last_599,user599@example.com,2021-08-21,Midwest
600,First_600,Last_600,user600@example.com,2021-08-22,Northeast
